FID,X,Y,Call_Taken,Location,Day,x2,y2
679,-10380171.55015,5619178.361024,12/30/2015 12:00:00 AM,420 6th ave se,Day 2,-10380171.550149,5619178.36102428
680,-10378581.79541,5606270.533362,12/30/2015 12:00:00 AM,5524 28th ave,Day 1,-10378581.7954086,5606270.53336206
681,-10387781.880774,5609396.430417,12/30/2015 12:00:00 AM,4423 upton ave s,Day 1,-10387781.8807733,5609396.43041689
682,-10381673.404388,5620525.62625,12/30/2015 12:00:00 AM,305 5th ave ne,Day 2,-10381673.4043869,5620525.62624995
683,-10383801.464979,5616558.902497,12/30/2015 12:00:00 AM,1429 la salle Ave s,Day 1,-10383801.4649776,5616558.90249676
684,-10378552.734481,5608586.748658,12/30/2015 12:00:00 AM,4713 28th Ave,Day 1,-10378552.7344797,5608586.74865849
685,-10381382.673073,5611893.033814,12/30/2015 12:00:00 AM,3540 12th ave s,Day 2,-10381382.6730721,5611893.03381443
686,0,0,12/30/2015 12:00:00 AM,3915 Fremont ace n Minneapolis,Day 1
687,0,0,12/30/2015 12:00:00 AM,2498 blaisdale,Day 1
688,-10381042.653351,5619994.955209,12/30/2015 12:00:00 AM,128 5th st ne,Day 2,-10381042.65335,5619994.95520851
689,-10385643.463126,5626293.87779,12/30/2015 12:00:00 AM,4137 fremont ave n,Day 1,-10385643.4631247,5626293.87778995
690,0,0,12/30/2015 12:00:00 AM,26th/ blaisdale,Day 1
691,-10388019.446679,5619485.185442,12/30/2015 12:00:00 AM,902 washburn ave N,Day 2,-10388019.4466778,5619485.18544227
692,-10382726.786904,5621563.330845,12/30/2015 12:00:00 AM,107 13th Ave NE,Day 1,-10382726.7869029,5621563.33084493
693,0,0,12/30/2015 12:00:00 AM,2697 Blas dale ave s,Day 1
694,-10382353.400315,5624167.435193,12/30/2015 12:00:00 AM,3110 3rd st n,Day 2,-10382353.4003144,5624167.43519333
695,-10385627.60339,5625125.429295,12/30/2015 12:00:00 AM,3739 fremont ave north,Day 1,-10385627.603389,5625125.42929491
696,0,0,12/30/2015 12:00:00 AM,2663 blaidsdell,Day 1
697,-10379979.521668,5619883.082485,12/30/2015 12:00:00 AM,806 5th Ave Se,Day 2,-10379979.5216666,5619883.08248514
698,0,0,12/30/2015 12:00:00 AM,672 e 15th  st,Day 1
699,-10378118.400953,5619599.669586,12/30/2015 12:00:00 AM,1704. Como ave se,Day 1,-10378118.4009524,5619599.6695865
700,-10381518.817649,5611293.270504,12/30/2015 12:00:00 AM,3752 11th ave s,Day 2,-10381518.8176482,5611293.27050424
701,0,0,12/30/2015 12:00:00 AM,S 19th and Franklin f rd,Day 1
702,-10382346.815286,5622131.088423,12/30/2015 12:00:00 AM,1572 2nd St NE,Day 1,-10382346.8152848,5622131.08842284
703,-10382726.786904,5621563.330845,12/30/2015 12:00:00 AM,107 13th Ave NE,Day 1,-10382726.7869029,5621563.33084493
704,-10381623.505345,5615502.693443,12/30/2015 12:00:00 AM,2104 10th ave s,Day 2,-10381623.5053435,5615502.69344254
705,0,0,12/30/2015 12:00:00 AM,2552 w 43rd st,Day 1
706,0,0,12/30/2015 12:00:00 AM,1575 lesalle ave s,Day 1
707,-10380959.819045,5621026.017035,12/30/2015 12:00:00 AM,676 summer st ne,Day 2,-10380959.8190439,5621026.01703493
708,-10382346.632311,5621881.450224,12/30/2015 12:00:00 AM,1426 2nd St NE,Day 1,-10382346.6323103,5621881.45022364
709,0,0,12/30/2015 12:00:00 AM,1545 le salle Ave s,Day 1
710,-10380340.342966,5618874.603887,12/30/2015 12:00:00 AM,224 6th ave se,Day 2,-10380340.3429646,5618874.60388743
711,-10376650.807112,5619621.263307,12/30/2015 12:00:00 AM,2700 como ave se,Day 1,-10376650.8071107,5619621.26330691
712,-10383801.33406,5616389.616919,12/30/2015 12:00:00 AM,1523 lasalle,Day 1,-10383801.3340593,5616389.61691901
713,-10385485.371876,5616145.721721,12/30/2015 12:00:00 AM,1778 emerson av s,Day 2,-10385485.3718755,5616145.72172133
714,0,0,12/30/2015 12:00:00 AM,2707 blaisdale,Day 1
715,-10384090.315366,5619881.535787,12/30/2015 12:00:00 AM,1020 3rd st n,Day 1,-10384090.3153645,5619881.53578739
716,-10387521.370468,5609626.142089,12/30/2015 12:00:00 AM,2586 43rd st w,Day 1,-10387521.3704669,5609626.14208865
717,-10387676.44137,5609447.356817,12/30/2015 12:00:00 AM,2727 44TH ST WEST,Day 1,-10387676.4413687,5609447.35681653
718,-10385898.816052,5619924.631206,12/30/2015 12:00:00 AM,1124 Humboldt Ave N,Day 2,-10385898.8160508,5619924.63120644
719,-10382726.786904,5621563.330845,12/30/2015 12:00:00 AM,107 13th Ave NE,Day 1,-10382726.7869029,5621563.33084493
720,-10388015.539945,5620906.299783,12/30/2015 12:00:00 AM,1648 Washburn Ave n,Day 2,-10388015.5399444,5620906.29978343
721,-10379097.892851,5619334.990078,12/30/2015 12:00:00 AM,1088 8th Se,Day 1,-10379097.8928498,5619334.99007798
722,-10383732.486257,5619772.406752,12/30/2015 12:00:00 AM,801 Washington Ave N,Day 1,-10383732.4862562,5619772.40675211
723,-10381117.942958,5620150.547461,12/30/2015 12:00:00 AM,230 5th st ne,Day 2,-10381117.9429571,5620150.5474611
724,-10385623.284693,5623724.544054,12/30/2015 12:00:00 AM,3252 Fremont Ave n,Day 1,-10385623.2846918,5623724.54405366
725,-10385898.748319,5619935.83312,12/30/2015 12:00:00 AM,1126 humbold ave n,Day 2,-10385898.748318,5619935.83312025
726,-10378560.10613,5607322.982509,12/30/2015 12:00:00 AM,5157 28th ave s,Day 1,-10378560.1061294,5607322.98250903
727,-10386492.904647,5613064.882964,12/30/2015 12:00:00 AM,3116 James ave s.,Day 2,-10386492.9046462,5613064.88296425
728,-10385630.173374,5625416.502683,12/30/2015 12:00:00 AM,3841 fremont ave north,Day 1,-10385630.1733728,5625416.50268322
729,-10381106.133053,5620126.140736,12/30/2015 12:00:00 AM,214 5th st ne,Day 2,-10381106.1330522,5620126.14073587
730,-10383813.549817,5616373.43736,12/30/2015 12:00:00 AM,1530 lasalle,Day 1,-10383813.5498157,5616373.4373604
731,-10380087.392981,5619327.364698,12/30/2015 12:00:00 AM,516 6th ave se,Day 2,-10380087.39298,5619327.3646983
732,0,0,12/30/2015 12:00:00 AM,Mncis parking,Day 1
733,-10386210.217288,5613097.657187,12/30/2015 12:00:00 AM,3104 HUMBOLDT AVE S,Day 2,-10386210.2172866,5613097.65718693
734,-10382726.786904,5621563.330845,12/30/2015 12:00:00 AM,107 13th Ave NE,Day 1,-10382726.7869029,5621563.33084493
735,-10387872.535502,5621238.41697,12/30/2015 12:00:00 AM,1830 Vincent Ave n,Day 2,-10387872.535501,5621238.41697013
736,-10378158.038638,5619612.170943,12/30/2015 12:00:00 AM,1625 como ave se,Day 1,-10378158.0386366,5619612.17094309
737,-10381665.74334,5612113.881038,12/30/2015 12:00:00 AM,3448 10th ave S,Day 2,-10381665.7433388,5612113.88103813
738,-10383801.268761,5616434.159857,12/30/2015 12:00:00 AM,1501 lasalle av,Day 1,-10383801.2687603,5616434.15985661
739,-10381799.551825,5610803.209467,12/30/2015 12:00:00 AM,3924 elliot av s,Day 2,-10381799.5518243,5610803.20946688
740,-10383813.549817,5616373.43736,12/30/2015 12:00:00 AM,1530 LASALLE,Day 1,-10383813.5498157,5616373.4373604
741,-10385898.951517,5619902.227379,12/30/2015 12:00:00 AM,1120 Humboldt ave n,Day 2,-10385898.9515165,5619902.2273788
742,-10380820.661679,5612219.574955,12/30/2015 12:00:00 AM,3424 Bloomington,Day 1,-10380820.6616783,5612219.57495518
743,-10385787.954057,5620648.610487,12/30/2015 12:00:00 AM,1526 Girard Ave N,Day 2,-10385787.9540558,5620648.61048674
744,0,0,12/30/2015 12:00:00 AM,726 e 15th,Day 1
745,-10381259.557936,5620458.629755,12/30/2015 12:00:00 AM,602 4th ave ne,Day 2,-10381259.5579348,5620458.62975519
746,-10383801.313232,5616471.47876,12/30/2015 12:00:00 AM,1483 lasalle,Day 1,-10383801.3132308,5616471.47876016
747,-10385788.003456,5620635.487624,12/30/2015 12:00:00 AM,1518 girard ave n,Day 2,-10385788.0034545,5620635.48762433
748,-10383801.543662,5616604.233323,12/30/2015 12:00:00 AM,1401 lasalle ave,Day 1,-10383801.5436611,5616604.23332314
749,-10383981.333179,5616689.194707,12/30/2015 12:00:00 AM,1352 spruce pl,Day 2,-10383981.3331782,5616689.19470711
750,0,0,12/30/2015 12:00:00 AM,43rd/upton,Day 1
751,-10381519.261866,5611358.487321,12/30/2015 12:00:00 AM,3728 11th ave S,Day 2,-10381519.261865,5611358.48732129
752,-10380821.93588,5612475.685754,12/30/2015 12:00:00 AM,3324 Bloomington ave s,Day 1,-10380821.9358793,5612475.68575391
753,-10386210.291943,5613052.775621,12/30/2015 12:00:00 AM,3120 Humboldt ave s.,Day 2,-10386210.2919424,5613052.77562137
754,-10383081.884053,5615991.907899,12/30/2015 12:00:00 AM,1826 3rd ave s,Day 1,-10383081.8840516,5615991.90789854
755,-10386493.610853,5612975.139166,12/30/2015 12:00:00 AM,3148 JAMES AVE S,Day 2,-10386493.6108523,5612975.13916628
756,0,0,12/30/2015 12:00:00 AM,13th & Marshall,Day 1
757,-10385899.01925,5619891.025465,12/30/2015 12:00:00 AM,1118 Humboldt ave n,Day 2,-10385899.0192493,5619891.02546499
758,-10381949.770746,5614764.729871,12/30/2015 12:00:00 AM,2512 CHICAGO AVE S,Day 1,-10381949.7707452,5614764.72987117
759,-10379594.877206,5619479.261771,12/30/2015 12:00:00 AM,728 8th ave se,Day 2,-10379594.8772054,5619479.26177116
760,0,0,12/30/2015 12:00:00 AM,907 19tg ave s,Day 1
761,-10384957.798889,5618638.732188,12/30/2015 12:00:00 AM,808 4th ave ne,Day 2,-10384957.7988877,5618638.73218844
762,0,0,12/30/2015 12:00:00 AM,1430 lesalle,Day 1
763,-10379838.554666,5619769.524219,12/30/2015 12:00:00 AM,802 6th ave se,Day 2,-10379838.5546654,5619769.52421895
764,-10383832.470613,5615213.158187,12/30/2015 12:00:00 AM,2311 blaisdell,Day 1,-10383832.4706123,5615213.15818711
765,-10380097.868619,5618945.245788,12/30/2015 12:00:00 AM,326 7th ave se,Day 2,-10380097.8686177,5618945.24578814
766,-10382770.002731,5621535.588519,12/30/2015 12:00:00 AM,13th Ave NE & Marshall,Day 1,-10382770.0027295,5621535.58851869
767,-10380194.014566,5618777.792471,12/30/2015 12:00:00 AM,216 7th ave se,Day 2,-10380194.0145647,5618777.79247101
768,-10380102.796183,5618936.329275,12/30/2015 12:00:00 AM,320 7th ave se,Day 2,-10380102.7961818,5618936.32927529
769,-10380820.7621,5612235.956381,12/30/2015 12:00:00 AM,3418 Bloomington,Day 1,-10380820.7620993,5612235.9563806
770,-10382446.004516,5621112.743366,12/30/2015 12:00:00 AM,114 10th ave ne,Day 2,-10382446.0045155,5621112.74336606
771,-10386208.025486,5613318.545395,12/30/2015 12:00:00 AM,3026 Humboldt Ave South,Day 2,-10386208.0254848,5613318.54539466
772,0,0,12/30/2015 12:00:00 AM,2200 N 4th st,Day 2
773,-10381032.319408,5619973.599458,12/30/2015 12:00:00 AM,114 5th st ne,Day 2,-10381032.3194072,5619973.59945754
774,0,0,12/30/2015 12:00:00 AM,2312 N 4th st,Day 2
775,-10380114.122903,5612457.039034,12/30/2015 12:00:00 AM,3332 Longfellow ave s,Day 2,-10380114.1229017,5612457.03903368
776,-10386215.174887,5612264.972481,12/30/2015 12:00:00 AM,3406 Humboldt Ave South,Day 2,-10386215.1748859,5612264.97248126
777,-10385486.8509,5615484.067595,12/30/2015 12:00:00 AM,2120 emerson av s,Day 2,-10385486.850899,5615484.06759507
778,-10384216.214137,5614775.779154,12/30/2015 12:00:00 AM,2508 pleasant ave s.,Day 2,-10384216.2141356,5614775.77915392
779,0,0,12/30/2015 12:00:00 AM,1100 uptown  Ave N,Day 2
780,-10381349.059928,5620224.242612,12/30/2015 12:00:00 AM,320 4th st ne,Day 2,-10381349.0599274,5620224.24261214
781,0,0,12/30/2015 12:00:00 AM,2322 N 4th st,Day 2
782,-10380030.253348,5619067.368323,12/30/2015 12:00:00 AM,404 7th ave SE,Day 2,-10380030.2533467,5619067.36832251
783,-10381623.409856,5615475.522402,12/30/2015 12:00:00 AM,2124 10th AVE S,Day 2,-10381623.409855,5615475.5224023
784,-10381565.384821,5620310.045795,12/30/2015 12:00:00 AM,306 4th ave ne,Day 2,-10381565.3848195,5620310.04579504
785,0,0,12/30/2015 12:00:00 AM,900 Iving Ave N,Day 2
786,-10379767.693393,5619534.09041,12/30/2015 12:00:00 AM,706 7 th ave se,Day 2,-10379767.693392,5619534.0904102
787,-10379779.86245,5619150.405094,12/30/2015 12:00:00 AM,514 8th ave se,Day 2,-10379779.8624488,5619150.40509423
788,-10383822.312402,5616615.423088,12/30/2015 12:00:00 AM,106 14th st w,Day 2,-10383822.3124005,5616615.42308823
789,-10381798.744902,5611151.470554,12/30/2015 12:00:00 AM,3800 Elliot Ave,Day 2,-10381798.7449006,5611151.47055402
790,-10380109.366268,5618924.440592,12/30/2015 12:00:00 AM,312 7th Ave Se,Day 2,-10380109.3662672,5618924.4405915
791,-10381802.893503,5611654.01711,12/30/2015 12:00:00 AM,3624 elliot ave s,Day 2,-10381802.8935015,5611654.01710951
792,-10382485.047825,5621093.850516,12/30/2015 12:00:00 AM,108 10th ave ne,Day 2,-10382485.0478238,5621093.85051579
793,-10381664.707826,5615041.951063,12/30/2015 12:00:00 AM,2414 10th av s,Day 2,-10381664.7078246,5615041.95106264
794,-10381772.66042,5621095.093002,12/30/2015 12:00:00 AM,812 4th st ne,Day 2,-10381772.6604189,5621095.09300209
795,-10379769.887834,5619168.18797,12/30/2015 12:00:00 AM,526 8th ave se,Day 2,-10379769.8878325,5619168.18797024
796,-10382472.033389,5621100.148133,12/30/2015 12:00:00 AM,110 10th ave ne,Day 2,-10382472.0333877,5621100.14813255
797,-10387729.143237,5621486.971884,12/30/2015 12:00:00 AM,2006 upton  Ave N,Day 2,-10387729.1432359,5621486.97188406
798,-10381665.525842,5614944.791828,12/30/2015 12:00:00 AM,2450 10th av s,Day 2,-10381665.5258409,5614944.79182771
799,-10386210.198624,5613108.877578,12/30/2015 12:00:00 AM,3100 Humboldt ave s,Day 2,-10386210.1986226,5613108.87757833
800,-10381333.494592,5620192.742974,12/30/2015 12:00:00 AM,304 4th st ne,Day 2,-10381333.4945912,5620192.7429735
801,-10379406.736638,5618728.067095,12/30/2015 12:00:00 AM,410 11th ave se,Day 2,-10379406.7366367,5618728.06709519
802,-10385627.528979,5616035.344904,12/30/2015 12:00:00 AM,1806 fremont ave s,Day 2,-10385627.5289785,5616035.34490415
803,-10381664.66238,5615047.348798,12/30/2015 12:00:00 AM,2412 10th av s,Day 2,-10381664.6623792,5615047.34879791
804,-10382230.157606,5616769.498621,12/30/2015 12:00:00 AM,1010 park ave,Day 2,-10382230.1576054,5616769.49862134
805,-10382699.486609,5621783.170583,12/30/2015 12:00:00 AM,120 14th ave ne,Day 2,-10382699.4866078,5621783.17058288
806,-10381380.071131,5613266.618075,12/30/2015 12:00:00 AM,3045 12TH AVE S,Day 2,-10381380.0711296,5613266.6180754
807,-10379948.894704,5618845.660753,12/30/2015 12:00:00 AM,318 8th ave se,Day 2,-10379948.8947026,5618845.66075332
808,-10387585.819447,5621910.432323,12/30/2015 12:00:00 AM,2300 Thomas  Ave  N,Day 2,-10387585.8194461,5621910.43232261
809,-10379144.97562,5619194.405794,12/30/2015 12:00:00 AM,710 11th ave se,Day 2,-10379144.9756187,5619194.40579411
810,-10379957.09262,5618830.762839,12/30/2015 12:00:00 AM,308 8th ave se,Day 2,-10379957.0926188,5618830.76283914
811,-10382515.60862,5621500.730905,12/30/2015 12:00:00 AM,1202 main st ne,Day 2,-10382515.6086194,5621500.73090512
812,-10378907.777005,5618888.951699,12/30/2015 12:00:00 AM,628 13th ave se.,Day 2,-10378907.7770037,5618888.95169926
813,-10381815.410654,5613101.296226,12/30/2015 12:00:00 AM,3100 Elliott av,Day 2,-10381815.4106534,5613101.29622553
814,-10379053.482969,5619354.708666,12/30/2015 12:00:00 AM,816 11th ave se,Day 2,-10379053.482968,5619354.70866598
815,-10382318.607284,5621485.680296,12/30/2015 12:00:00 AM,210 12th ave ne,Day 2,-10382318.6072831,5621485.68029561
816,-10384913.128906,5625129.10818,12/30/2015 12:00:00 AM,3742 aldrich ave n,Day 2,-10384913.1289047,5625129.10818019
817,-10382413.471886,5621485.905123,12/30/2015 12:00:00 AM,156 12th ave ne,Day 2,-10382413.4718851,5621485.90512321
818,-10379878.162725,5618974.14245,12/30/2015 12:00:00 AM,400 8th ave se,Day 2,-10379878.1627242,5618974.14244992
819,-10381538.887968,5622212.512615,12/30/2015 12:00:00 AM,1622 6th st ne,Day 2,-10381538.8879671,5622212.51261541
820,-10379081.530835,5618940.347653,12/30/2015 12:00:00 AM,604 12th ave se,Day 2,-10379081.5308344,5618940.3476535
821,-10382315.330869,5621485.696078,12/30/2015 12:00:00 AM,212 12th ave ne,Day 2,-10382315.3308679,5621485.69607817
822,-10379055.231673,5619351.730725,12/30/2015 12:00:00 AM,814 11th ave se,Day 2,-10379055.2316721,5619351.73072522
823,-10378254.298425,5619659.84762,12/30/2015 12:00:00 AM,1010 16th ave SE,Day 2,-10378254.2984245,5619659.8476198
824,-10378254.298425,5619659.84762,12/30/2015 12:00:00 AM,1010 16th ave SE,Day 2,-10378254.2984245,5619659.8476198
825,-10379049.985561,5619360.664547,12/30/2015 12:00:00 AM,820 11th ave se,Day 2,-10379049.9855597,5619360.66454749
826,0,0,12/30/2015 12:00:00 AM,1104 14 th ave s e,Day 2
827,-10386181.233927,5619861.762666,12/30/2015 12:00:00 AM,1134 James Ave N,Day 2,-10386181.2339259,5619861.76266553
828,-10381675.070652,5613255.34136,12/30/2015 12:00:00 AM,3048 10th ave s,Day 2,-10381675.070651,5613255.34135969
829,-10387585.555029,5622063.159411,12/30/2015 12:00:00 AM,2356 Thomas  Ave N,Day 2,-10387585.5550277,5622063.15941079
830,-10381537.933716,5621364.833407,12/30/2015 12:00:00 AM,1122 - 6th st ne,Day 2,-10381537.9337151,5621364.83340714
831,-10381673.087996,5613046.549418,12/30/2015 12:00:00 AM,3120 10th ave s,Day 2,-10381673.0879952,5613046.54941808
832,-10379973.140301,5611998.804581,12/30/2015 12:00:00 AM,3500 19th ave s,Day 2,-10379973.1403002,5611998.80458051
833,-10382039.171568,5623873.871078,12/30/2015 12:00:00 AM,318 26th ave ne,Day 2,-10382039.171567,5623873.87107838
834,0,0,12/30/2015 12:00:00 AM,1914 Clinton ace s,Day 2
835,-10387584.632958,5622572.0958,12/30/2015 12:00:00 AM,2634 Thomas ave n,Day 2,-10387584.6329566,5622572.09580021
836,-10383197.542626,5615854.7537,12/30/2015 12:00:00 AM,212 19th st e,Day 2,-10383197.5426251,5615854.75370029
837,-10383364.079868,5615815.872454,12/30/2015 12:00:00 AM,1914 Stevens AV s,Day 2,-10383364.0798668,5615815.87245397
838,-10381392.853664,5613332.342026,12/30/2015 12:00:00 AM,3020 12th ave s,Day 2,-10381392.853663,5613332.34202601
839,-10385106.553869,5621607.118083,12/30/2015 12:00:00 AM,2122 Bryant ave n,Day 2,-10385106.5538684,5621607.1180826
840,-10379085.709219,5618922.296616,12/30/2015 12:00:00 AM,1204 6 th st se,Day 2,-10379085.7092177,5618922.29661578
841,-10381392.459664,5613288.453095,12/30/2015 12:00:00 AM,3036 12th ave S,Day 2,-10381392.4596628,5613288.45309496
842,-10384916.254752,5625727.29128,12/30/2015 12:00:00 AM,3952 Aldrich Ave n,Day 2,-10384916.2547508,5625727.29128005
843,-10381534.291962,5613359.285193,12/30/2015 12:00:00 AM,3010 11th ave s,Day 2,-10381534.291961,5613359.28519257
844,-10379496.858958,5619153.281006,12/30/2015 12:00:00 AM,906 6th st SE,Day 2,-10379496.8589568,5619153.28100614
845,-10382940.060055,5615808.314898,12/30/2015 12:00:00 AM,1918 Clinton Ave s,Day 2,-10382940.0600539,5615808.31489777
846,-10379449.78332,5618924.039331,12/30/2015 12:00:00 AM,1026 5th st se,Day 2,-10379449.783319,5618924.03933072
847,-10379470.53787,5618935.78043,12/30/2015 12:00:00 AM,1012 5th st se,Day 2,-10379470.5378694,5618935.78043018
848,-10381672.363969,5612975.506289,12/30/2015 12:00:00 AM,3146 10th ave S,Day 2,-10381672.3639678,5612975.50628896
849,-10384604.039955,5625347.455336,12/30/2015 12:00:00 AM,3818 6th st n,Day 2,-10384604.0399537,5625347.45533553
850,-10385772.274513,5615229.452005,12/30/2015 12:00:00 AM,2300 girard ave s,Day 2,-10385772.2745117,5615229.45200502
851,-10379554.777123,5618982.599095,12/30/2015 12:00:00 AM,928 5th st se,Day 2,-10379554.7771216,5618982.5990952
852,-10386040.885655,5620228.309464,12/30/2015 12:00:00 AM,1316 irving ave n,Day 2,-10386040.8856543,5620228.30946423
853,-10386069.213567,5612809.508128,12/30/2015 12:00:00 AM,3202 Holmes Ave South,Day 2,-10386069.2135659,5612809.50812751
854,-10386072.875125,5612264.7442,12/30/2015 12:00:00 AM,3406 Holmes Ave South,Day 2,-10386072.8751236,5612264.74420005
855,-10380962.778162,5621696.546781,12/30/2015 12:00:00 AM,1314 madison st ne,Day 2,-10380962.778161,5621696.54678094
856,-10386037.009262,5620997.451521,12/30/2015 12:00:00 AM,1730 irving ave. n,Day 2,-10386037.0092605,5620997.45152068
857,-10381251.075247,5613267.173946,12/30/2015 12:00:00 AM,3044 13th Ave s,Day 2,-10381251.0752464,5613267.17394563
858,-10386180.354909,5620020.195605,12/30/2015 12:00:00 AM,1218 James Ave N,Day 2,-10386180.3549079,5620020.19560487
859,-10378447.889641,5618967.153105,12/30/2015 12:00:00 AM,1502 8th St se.,Day 2,-10378447.8896398,5618967.1531049
860,-10380962.096652,5621155.948598,12/30/2015 12:00:00 AM,742 Madison St NE,Day 2,-10380962.096651,5621155.94859778
861,-10379473.502806,5618937.45773,12/30/2015 12:00:00 AM,1010 5th st se,Day 2,-10379473.5028052,5618937.45773011
862,-10379167.458799,5618793.422175,12/30/2015 12:00:00 AM,508 12th ave se,Day 2,-10379167.4587982,5618793.42217457
863,-10381251.075247,5613267.173946,12/30/2015 12:00:00 AM,3044 13TH av s,Day 2,-10381251.0752464,5613267.17394563
