Club,Last Name,First Name,Position,Salary,Compensation,Year
Real Salt Lake,Sandoval,Devon,F,48500,48500,2014
Sporting Kansas City,Sapong,CJ,F,95000,112000,2014
Houston Dynamo,Sarkodie,Kofi,D,150000,195500,2014
LA Galaxy,Sarvas,Marcelo,M,192500,192500,2014
New York City FC,Saunders,Josh,GK,48504,48504,2014
Columbus Crew,Schoenfeld,Aaron,F,48825,48825,2014
San Jose Earthquakes,Schuler,Billy,F,48500,48500,2014
Real Salt Lake,Schuler,Chris,D,145000,162000,2014
Seattle Sounders FC,Scott,Zach,D,52500,52500,2014
DC United,Seaton,Michael,F,48500,51500,2014
Chicago Fire,Segares,Gonzalo,D,160000,173333.33,2014
FC Dallas,Seitz,Chris,GK,105000,105000,2014
New York Red Bulls,Sekagya,Ibrahim,D,190000,219000,2014
New York Red Bulls,Sene,Saer,F,152145,163682.54,2014
Colorado Rapids,Serna,Dillon,M,52500,65500,2014
DC United,Shanosky,Conor,D,36500,36500,2014
Houston Dynamo,Sherrod,Mark,F,48504,48504,2014
Chicago Fire,Shipp,Harrison,F,70000,95000,2014
New England Revolution,Shuttleworth,Robert,GK,90000,100000,2014
DC United,Silva,Luis,M,99440,134440,2014
Sporting Kansas City,Sinovic,Seth,M-D,125000,131750,2014
Montreal Impact,Smith,Blake,M,51150,84900,2014
New England Revolution,Smith,Donnie,M,36500,36500,2014
New England Revolution,Soares,AJ,D,119180,159180,2014
New England Revolution,Soffner,Luis,GK,36500,36500,2014
Montreal Impact,Soriola,Gege,D,120000,120000,2014
LA Galaxy,Sorto,Oscar,D,48825,50700,2014
Chicago Fire,Soumare,Bakary,D,330000,370000,2014
FC Dallas,Span,Brian,M,48500,48500,2014
Chivas USA,Spangenberg,Trevor,GK,36504,36504,2014
Columbus Crew,Speas,Ben,F,65100,65100,2014
San Jose Earthquakes,Stephenson,Khari,M,65004,68336.02,2014
Real Salt Lake,Stertzer,John,M,36500,45875,2014
Sporting Kansas City,Steuble,Martin,M,120000,120000,2014
New York Red Bulls,Stevenson,Eric,M,36504,36504,2014
San Jose Earthquakes,Stewart,Jordan,M-D,140000,140000,2014
Chivas USA,Sturgis,Nathan,D-M,114000,120333.33,2014
Columbus Crew,Stuver,Brad,GK,48500,48500,2014
New England Revolution,Sundly,Alec,M,36504,36504,2014
Columbus Crew,Sweat,Ben,D,48500,48500,2014
Houston Dynamo,Taylor,Jermaine,D,185000,194500,2014
New England Revolution,Taylor,Tony,F,69996,79371,2014
Columbus Crew,Tchani,Tony,M,150000,175000,2014
Vancouver Whitecaps,Teibert,Russell,M,70000,75600,2014
FC Dallas,Texeira,David,F,338000,338000,2014
FC Dallas,Thomas,Hendry,M,180000,180000,2014
San Jose Earthquakes,Thompson,Tommy,M,140000,145000,2014
New England Revolution,Tierney,Chris,D-M,100000,103333.33,2014
Montreal Impact,Tissot,Maxim,D,48500,48500,2014
Chivas USA,Toia,Donny,D,36500,36500,2014
FC Dallas,Top,Jonathan,F,36500,36500,2014
Vancouver Whitecaps,Tornaghi,Paolo,GK,72000,72000,2014
Chivas USA,Torres,Erick,F,152004,152004,2014
Colorado Rapids,Torres,Gabriel,F,250000,262500,2014
Seattle Sounders FC,Traore,Djimi,D,132000,132000,2014
Columbus Crew,Trapp,Wil,M,125000,152000,2014
Portland Timbers,Tshuma,Schillo,F,75000,113000,2014
Chivas USA,Tyrpak,Kristopher,F,36504,36504,2014
FC Dallas,Ulloa,Victor,M,36504,36504,2014
Portland Timbers,Urruti,Maximiliano,F,200000.04,200000.04,2014
Philadelphia Union,Valdes,Carlos,D,294999.96,294999.96,2014
Portland Timbers,Valeri,Diego,M,500000,500000,2014
Colorado Rapids,Van de Casteele,Grant,D,48500,60000,2014
Real Salt Lake,Velasquez,Sebastian,M,48825,48825,2014
LA Galaxy,Venter,Kyle,D,48500,61000,2014
Columbus Crew,Viana,Agustin,D-M,115000,141666.67,2014
New York City FC,Villa,David,F,60000,60000,2014
Portland Timbers,Villafana,Jorge,F,72765,74431.67,2014
LA Galaxy,Villarreal,Joseph,M,48825,50700,2014
Columbus Crew,Wahl,Tyson,D,85000,89666.67,2014
LA Galaxy,Walker,Kenney,M,48825,48825,2014
Columbus Crew,Walker,Matt,M,36500,36500,2014
FC Dallas,Walker,Nick,D,36500,36500,2014
Portland Timbers,Wallace,Rodney,M-D,150000,175000,2014
Chicago Fire,Ward,Grant,F,48500,48500,2014
Toronto FC,Warner,Collen,M-F,115500,143000,2014
Vancouver Whitecaps,Waston,Kendall,D,199992,201242,2014
Chicago Fire,Watson,Matt,M,71663,82664.99,2014
FC Dallas,Watson,JeVaughn,M,110000,126875,2014
New York City FC,Watson-Siriboe,Kwame,D,55000,56666.67,2014
Colorado Rapids,Watts,Jared,M,36500,36500,2014
Seattle Sounders FC,Weaver,Cam,F,48504,49004,2014
Portland Timbers,Weber,Andrew,GK,48500.04,48500.04,2014
Philadelphia Union,Wenger,Andrew,D/F,140000,242000,2014
Philadelphia Union,Wheeler,Aaron,F,48825,48825,2014
Philadelphia Union,White,Ethan,D,80000,80000,2014
Toronto FC,Wiedeman,Andrew,F,60500,70500,2014
Columbus Crew,Wiet,Matt,D,48500,48500,2014
Columbus Crew,Williams,Josh,D,125000,125000,2014
Philadelphia Union,Williams,Sheanon,F,125000,130500,2014
DC United,Willis,Joe,GK,48825,48825,2014
Real Salt Lake,Wingert,Chris,D,163590,170590,2014
,Withrow,Daniel,GK,36504,36504,2014
San Jose Earthquakes,Wondolowski,Chris,M,600000,650000,2014
New York Red Bulls,Wright-Phillips,Bradley,F,330000,372500,2014
Colorado Rapids,Wynne,Marvell,D,200000,285000,2014
Seattle Sounders FC,Yedlin,DeAndre,D,80000,92000,2014
Portland Timbers,Zakuani,Steve,F,120000,120000,2014
LA Galaxy,Zardes,Gyasi,F,125000,198000,2014
Chivas USA,Zavaleta,Eriq,F,75000,105600,2014
Portland Timbers,Zemanski,Ben,M,80850,83350,2014
FC Dallas,Zendejas,Alejandro,F,36504,53170.67,2014
FC Dallas,Zimmerman,Walker,D,80000,160100,2014
Sporting Kansas City,Zizzo,Sal,F,77000,91045.71,2014
Sporting Kansas City,Zusi,Graham,F-M,600000,631388.89,2014
New York Red Bulls,Abang,Anatole,F,50000,50000,2015
Sporting Kansas City,Abdul-Salaam,Saad,D,60000,73750,2015
Sporting Kansas City,Anibaba,Jalil,D,120000,150000,2015
Sporting Kansas City,Anor,Bernardo,M,135000,135000,2015
Chicago Fire,Accam,David,F,650000,720937.5,2015
Columbus Crew,Afful,Harrison,D,150000,150000,2015
FC Dallas,Acosta,Kellyn,M,60000,84000,2015
FC Dallas,Akindele,Tesho,F,70000,87500,2015
Colorado Rapids,Alvarez,Carlos,M,70000,70000,2015
Vancouver Whitecaps,Adekugbe,Samuel,D,60000,65000,2015
Portland Timbers,Adi,Fanendo,F,651500,664000,2015
DC United,Aguilar,Miguel,M,60000,60000,2015
DC United,Arnaud,Davy,M,212500,212500,2015
DC United,Arrieta,Jairo,F,150000,165000,2015
Houston Dynamo,Alex,,M,142000,142000,2015
New England Revolution,Agudelo,Juan,F,400000,427500,2015
New England Revolution,Alston,Kevin,D,140000,158333.33,2015
San Jose Earthquakes,Alashe,Fatai,M,60000,76250,2015
San Jose Earthquakes,Amarikwa,Quincy,F,100000,100000,2015
Montreal Impact,Alexander,Eric,M,140000,153750,2015
Real Salt Lake,Allen,Jordan,M/F,80000,90000,2015
New York City FC,Allen,RJ,D,60000,60000,2015
New York City FC,Alvarez,Pablo,M,60000,63045.09,2015
Seattle Sounders FC,Alonso,Osvaldo,M,748000,789667,2015
Philadelphia Union,Aristeguieta,Fernando,F,350004,350004,2015
Toronto FC,Altidore,Jozy,F,4750000,4750000,2015
Toronto FC,Aparicio,Manuel,M,60000,60000,2015
Orlando City SC,Ashe,Corey,M,180000,189750,2015
Portland Timbers,Asprilla,Dairon,F,60000,60000,2015
Real Salt Lake,Attinella,Jeff,GK,60000,65083.33,2015
Orlando City SC,Avila,Eric,M,72000,77000,2015
Philadelphia Union,Ayuk,Eric,M,50000,50000,2015
Seattle Sounders FC,Azira,Michael,D,60000,62826.88,2015
Colorado Rapids,Badji,Dominique,F,50000,50000,2015
New York City FC,Ballouchy,Mehdi,M,68250,83250,2015
New England Revolution,Barnes,Darrius,D,95000,101666.67,2015
Houston Dynamo,Barnes,Giles,M,247500,258375,2015
Philadelphia Union,Barnetta,Tranquillo,M,624000,661500,2015
San Jose Earthquakes,Barrera,Leandro,F,60000,60000,2015
Seattle Sounders FC,Barrett,Chad,F,95000,100000,2015
FC Dallas,Barrios,Michael,M,60000,60000,2015
Columbus Crew,Barson,Chad,D,60000,60000,2015
Houston Dynamo,Beasley,DaMarcus,D,750000,813333.33,2015
Real Salt Lake,Beckerman,Kyle,M,625000,700000,2015
Orlando City SC,Bedell,Adam,F,60000,60000,2015
Seattle Sounders FC,Bedinelli,Thomas,M,108000,133125,2015
Vancouver Whitecaps,Beitashour,Steven,D,190000,197166.67,2015
Montreal Impact,Bekker,Kyle,M,61765,88015,2015
Real Salt Lake,Beltran,Anthony,D,195000,205950,2015
Toronto FC,Bendik,Joe,GK,150000,157375,2015
San Jose Earthquakes,Bernardez,Victor,D,200000,241600,2015
Colorado Rapids,Berner,John,GK,60000,60000,2015
Montreal Impact,Bernier,Patrice,F-M,90000,135000,2015
Philadelphia Union,Berry,Austin,D,93519,108519,2015
Sporting Kansas City,Besler,Matt,D,650000,683250,2015
Portland Timbers,Besler,Nick,M,65000,81250,2015
San Jose Earthquakes,Bingham,David,GK,130000,137750,2015
Philadelphia Union,Bird,Eric,M,60000,60000,2015
DC United,Birnbaum,Steven,D,66000,96000,2015
Montreal Impact,Bitolo,Ambroise,D,100000,100000,2015
Philadelphia Union,Blake,Andre,GK,85000,123000,2015
Toronto FC,Bloom,Mark,D,90000,97348.89,2015
Orlando City SC,Boden,Luke,D,75000,75000,2015
Houston Dynamo,Boniek Garcia,Oscar,F,245000,303750,2015
Toronto FC,Bono,Alex,GK,60000,80200,2015
Portland Timbers,Borchers,Nat,D,235000,245000,2015
DC United,Boswell,Bobby,D,200000,200000,2015
Toronto FC,Bradley,Michael,M,6000000,6500000,2015
New York City FC,Brandt,Connor,M,50000,50000,2015
New York City FC,Brovsky,Jeb,M,122500,129125,2015
Houston Dynamo,Bruin,Will,F,140000,185000,2015
Chicago Fire,Bryce,Kingsley,M,50000,50000,2015
LA Galaxy,Buddle,Edson,F,100000,106250,2015
New England Revolution,Bunbury,Teal,F,195000,240000,2015
Colorado Rapids,Burch,Marc,D,110000,110000,2015
Colorado Rapids,Burling,Bobby,D,132500,140000,2015
Chicago Fire,Busch,Jon,GK,85000,90000,2015
Montreal Impact,Bush,Evan,GK,100000,100000,2015
Vancouver Whitecaps,Bustos,Marco,M,50000,54850,2015
Montreal Impact,Cabrera,Victor,D,60000,60000,2015
New England Revolution,Caldwell,Scott,M,60000,67500,2015
New York City FC,Calle,Javier,M,200000,225750,2015
Colorado Rapids,Calvert,Caleb,F,65000,72500,2015
Montreal Impact,Camara,Hassoun,D/M,235000,246625,2015
Columbus Crew,Campbell,Sergio,D/M,50000,52500,2015
Vancouver Whitecaps,Carducci,Marco,GK,60000,60000,2015
Orlando City SC,Carrasco,Servando,M,80750,85375,2015
Philadelphia Union,Carreiro,Fred,M,60000,60000,2015
Philadelphia Union,Carroll,Brian,M,150000,150000,2015
Orlando City SC,Cascio,Tony,M,78529,112279,2015
Philadelphia Union,Casey,Conor,F,180000,180000,2015
New York Red Bulls,Castano,Santiago,GK,60000,60000,2015
FC Dallas,Castillo,Fabian,F,145000,160000,2015
Philadelphia Union,Catic,Dzenan,F,60000,75000,2015
San Jose Earthquakes,Cato,Cordell,F,60000,60000,2015
Orlando City SC,Ceren,Darwin,M,66000,96437.5,2015
Toronto FC,Chapman,Jay,M,70000,88500,2015
Portland Timbers,Chara,Diego,M,170000,170000,2015
Toronto FC,Cheyrou,Benoit,M,249999.96,259333.29,2015
Montreal Impact,Ciman,Laurent,D,370000,401666.67,2015
FC Dallas,Cirigliano,Ezequiel,M,124999.92,167999.92,2015
Houston Dynamo,Clark,Ricardo,M,304000,337750,2015
Columbus Crew,Clark,Steve,GK,170000,188333.33,2015
Vancouver Whitecaps,Clarke,Caleb,F,60000,60000,2015
Houston Dynamo,Cochran,AJ,D,60375,76375,2015
Chicago Fire,Cochrane,Greg,D,60000,60000,2015
Chicago Fire,Cocis,Razvan,M,220000,226666.67,2015
Orlando City SC,Collin,Aurelien,D,500000,525000,2015
Montreal Impact,Cooper,Kenny,F,220000,285625,2015
DC United,Coria,Facundo,M,60000,70375,2015
Seattle Sounders FC,Correa,Andres,D,60000,68166.67,2015
FC Dallas,Craft,Coy,F,60000,77083.33,2015
Seattle Sounders FC,Craven,Andy,F,60000,60000,2015
Philadelphia Union,Creavalle,Warren,D,108500,119000,2015
Montreal Impact,Crepeau,Maxime,GK,60000,60000,2015
Colorado Rapids,Cronin,Sam,M,200000,202500,2015
Philadelphia Union,Cruz,Danny,M,125000,131666.67,2015
Chicago Fire,Cyrus,Daneil,D,72000,77833.33,2015
New England Revolution,Davies,Charlie,F,78750,82759.53,2015
Houston Dynamo,Davis,Brad,M,400000,445500,2015
New York Red Bulls,Davis,Sean,M,80000,97500,2015
Sporting Kansas City,de Jong,Marcel,D,180000,191500,2015
Vancouver Whitecaps,Dean,Christian,D,95000,176000,2015
LA Galaxy,DeLaGarza,AJ,D,200000,202500,2015
DC United,DeLeon,Nick,M,116259,151259,2015
Toronto FC,Delgado,Marco,M,80000,82500,2015
Seattle Sounders FC,Dempsey,Clint,F,3913008,4605941.5,2015
Houston Dynamo,Deric,Tyler,GK,105000,112666.67,2015
Sporting Kansas City,Dia,Amadou,D,50000,50000,2015
FC Dallas,Diaz,Mauro,M,364000,442400,2015
,Dike,Bright,F,60638,64388,2015
New York City FC,Diskerud,Mix,M,750000,750000,2015
Montreal Impact,Donadel,Marco,M,190003.92,226670.59,2015
Orlando City SC,Donovan,Conor,D,80000,108000,2015
Chicago Fire,Doody,Patrick,D,50000,50000,2015
New England Revolution,Dorman,Andy,M,145000,145000,2015
LA Galaxy,Dos Santos,Giovani,M,4000008,5750008,2015
DC United,Doyle,Conor,F,60000,61250,2015
Colorado Rapids,Doyle,Kevin,F,1125000,1170000,2015
Montreal Impact,Drogba,Didier,F,1666668,2166668,2015
Montreal Impact,Duka,Dilaver,M,175000,200000,2015
LA Galaxy,Dunivant,Todd,D,185000,205750,2015
New York Red Bulls,Duvall,Chris,D,60000,60000,2015
Sporting Kansas City,Dwyer,Dom,F,400000,518750,2015
DC United,Dykstra,Andrew,GK,60000,60000,2015
FC Dallas,Earle,Otis,D,60000,77125,2015
Vancouver Whitecaps,Earnshaw,Robert,F,100000,100000,2015
Philadelphia Union,Edu,Maurice,M,700000,768750,2015
Orlando City SC,Edwards,Earl,GK,50000,50000,2015
Sporting Kansas City,Ellis,Kevin,D,60000,63150,2015
Colorado Rapids,Eloundou,Charles,F,60000,65000,2015
San Jose Earthquakes,Emeghara,Innocent,F,988000,1300000,2015
FC Dallas,Escobar,Rolando,M,180000,185000,2015
DC United,Espindola,Fabian,F,175000,175000,2015
Sporting Kansas City,Espinoza,Roger,M,750000,750000,2015
Seattle Sounders FC,Evans,Brad,F,276665,302666.25,2015
Philadelphia Union,Fabinho,Fabinho,D,114000,118500,2015
New York City FC,Facey,Shay,D,120000,120000,2015
New England Revolution,Fagundez,Diego,F,125000,152200,2015
DC United,Farfan,Michael,M,120000,120000,2015
New England Revolution,Farrell,Andrew,D,117500,198500,2015
Sporting Kansas City,Feilhaber,Benny,M,350000,362187.5,2015
Philadelphia Union,Fernandes,Leo,M,60000,60000,2015
Chicago Fire,Fernandez,Collin,M,65000,67000,2015
Real Salt Lake,Fernandez,Eduardo,GK,60000,60000,2015
Colorado Rapids,Figueroa,Maynor,D,99996,99996,2015
Chicago Fire,Filho,Adailton,D,200000,244500,2015
Toronto FC,Findley,Robbie,F,225000,255500,2015
Columbus Crew,Finlay,Ethan,F,135000,142500,2015
Seattle Sounders FC,Fisher,Oniel,D,50000,50000,2015
Vancouver Whitecaps,Flores,Deybi,M,60000,60000,2015
Portland Timbers,Fochive,George,M,50000,50000,2015
Orlando City SC,Ford,Josh,GK,60000,60000,2015
San Jose Earthquakes,Francis,Shaun,D,60000,62940.32,2015
Columbus Crew,Francis,Waylon,D,144000,170166.67,2015
DC United,Franklin,Sean,D,202500,234166.67,2015
Seattle Sounders FC,Frei,Stefan,GK,165000,165000,2015
Seattle Sounders FC,Friberg,Erik,M,180000,202500,2015
Vancouver Whitecaps,Froese,Kianz,M-F,60000,64500,2015
San Jose Earthquakes,Fucito,Michael,MF,60638,63527.8,2015
Philadelphia Union,Gaddis,Raymon,D,130000,132500,2015
Montreal Impact,Gagnon-Lapare,Jeremy,M,60000,64000,2015
Columbus Crew,Gall,Romain,M,60000,63420.08,2015
FC Dallas,Garcia,Danny,M,70000,86000,2015
Real Salt Lake,Garcia,Olmes,F,130000,130000,2015
LA Galaxy,Garcia,Rafael,M,60000,60000,2015
LA Galaxy,Gargan,Dan,D,125000,125000,2015
Houston Dynamo,Garrido,Luis,M,150000,150000,2015
Chicago Fire,Gehrig,Eric,M,95000,100833.33,2015
Columbus Crew,George,Kevan,M,60000,60000,2015
LA Galaxy,Gerrard,Steven,M,6200004,6332504,2015
Real Salt Lake,Gil,Luis,M,240000,335083.33,2015
Toronto FC,Giovinco,Sebastian,M,5600000,7115555.67,2015
Real Salt Lake,Glad,Justen,D,60000,71000,2015
Portland Timbers,Gleeson,Jake,GK,72600,72600,2015
San Jose Earthquakes,Godoy,Anibal,M,204000,204000,2015
Toronto FC,Gomez,Herculez,F,240000,261000,2015
San Jose Earthquakes,Gomez,Tomas,GK,50000,50000,2015
Toronto FC,Goncalves,Jackson,D,165000,192500,2015
New England Revolution,Goncalves,Jose,D,450000,479375,2015
FC Dallas,Gonzalez,Jesse,GK,60000,69375,2015
Seattle Sounders FC,Gonzalez,Leonardo,D,165000,165000,2015
LA Galaxy,Gonzalez,Omar,D,1200000,1450000,2015
San Jose Earthquakes,Goodson,Clarence,D,315000,342000,2015
LA Galaxy,Gordon,Alan,F,175000,175000,2015
New York City FC,Grabavoy,Ned,M,200000,215000,2015
Colorado Rapids,Greenspan,Joseph,D,50000.04,50000.04,2015
New York Red Bulls,Grella,Mike,F,60000,60000,2015
Toronto FC,Hagglund,Nick,D,60000,60000,2015
Colorado Rapids,Hairston,Marlon,M,80000,103000,2015
New England Revolution,Hall,Jeremy,D,70000,70000,2015
Orlando City SC,Hall,Tally,GK,215000,228500,2015
Sporting Kansas City,Hallisey,Connor,M,60000,73750,2015
DC United,Halsti,Markus,M,275000,336833.33,2015
DC United,Hamid,Bill,GK,360000,405500,2015
Toronto FC,Hamilton,Jordan,F,63000,75500,2015
Chicago Fire,Harden,Ty,D,71663,75078.2,2015
Colorado Rapids,Harrington,Michael,M-D,130000,130000,2015
FC Dallas,Harris,Atiba,M-F,130000,130000,2015
Vancouver Whitecaps,Harvey,Jordan,D,150000,150000,2015
Orlando City SC,Heath,Harrison,M,60000,60000,2015
FC Dallas,Hedges,Matt,D,135000,135000,2015
New England Revolution,Herivaux,Zachary,M,60000,60000,2015
New York City FC,Hernandez,Jason,D,175000,185000,2015
FC Dallas,Hernandez,Moises,D,60000,61625,2015
Columbus Crew,Higuain,Federico,M-F,1175000,1175000,2015
Orlando City SC,Higuita,Cristian,M,60000,60000,2015
Orlando City SC,Hines,Sebastian,D,108576,109826,2015
Houston Dynamo,Hoffman,Chandler,F,60000,60000,2015
FC Dallas,Hollingshead,Ryan,M,60000,60000,2015
Philadelphia Union,Hoppenot,Antoine,F,60000,60000,2015
Houston Dynamo,Horst,David,D,78750,81500,2015
Houston Dynamo,Hunter,Taylor,D,50000,50000,2015
Vancouver Whitecaps,Hurtado,Erik,F/M,78265,113265,2015
,Hurtado,Jhon Kennedy,D,230000,230000,2015
LA Galaxy,Husidic,Baggio,M,125000,125000,2015
Chicago Fire,Igboananike,Kennedy,F,800000,901666.67,2015
New York City FC,Iraola,Andoni,D,200004,200004,2015
Colorado Rapids,Irwin,Clint,GK,85000,97000,2015
Seattle Sounders FC,Ivanschitz,Andreas,M,180000,201250,2015
Montreal Impact,Jackson-Hamel,Anthony,F,60000,60000,2015
New York City FC,Jacobson,Andrew,M,150000,150000,2015
San Jose Earthquakes,Jahn,Adam,F,60000,60000,2015
Real Salt Lake,Jaime,Sebastian,F,200000,266666.67,2015
LA Galaxy,Jamieson,Bradford,F,60000,60000,2015
DC United,Jeffrey,Jared,M,68250,74450,2015
Portland Timbers,Jewsbury,Jack,D,120000,137500,2015
Columbus Crew,Jimenez,Hector,M,90000,90000,2015
New York City FC,Johansen,Eirik,GK,50000.04,50000.04,2015
Chicago Fire,Johnson,Jason,F,90000,131000,2015
Chicago Fire,Johnson,Sean,GK,250000,253000,2015
Portland Timbers,Johnson,Will,F,314000,334333.33,2015
Seattle Sounders FC,Jones,Darwin,F,60000,66250,2015
New England Revolution,Jones,Jermaine,M,2800000,3052500,2015
Chicago Fire,Jones,Joevin,M,60000,66166.67,2015
LA Galaxy,Juninho,,M,350000,350000,2015
Chicago Fire,Junior,Gilberto,F,1144992,1144992,2015
Vancouver Whitecaps,Kah,Pa Modou,D,170000,170000,2015
Orlando City SC,Kaka,,M,6660000,7167500,2015
Columbus Crew,Kamara,Kei,F,400000,536666.67,2015
Chicago Fire,Kann,Alec,GK,60000,60000,2015
Toronto FC,Kantari,Ahmed,D,300000,345000,2015
Real Salt Lake,Kavita,Phanuel,D,50000,50000,2015
LA Galaxy,Keane,Robbie,F,4500000,4500000,2015
FC Dallas,Keel,Stephen,D,60000,60000,2015
DC United,Kemp,Taylor,D,60000,60000,2015
Sporting Kansas City,Kempin,Jonathan,GK,85000,92083.33,2015
FC Dallas,Kennedy,Dan,GK,233000,233000,2015
DC United,Kitchen,Perry,D,172000,257450,2015
New York Red Bulls,Kljestan,Sacha,M,400000,537500,2015
Columbus Crew,Klute,Chris,D,82500,87802.09,2015
New England Revolution,Knighton,Brad,GK,82005,82005,2015
New England Revolution,Kobayashi,Daigo,M,135000,146666.67,2015
Vancouver Whitecaps,Koffie,Gershon,M,230000,241000,2015
Toronto FC,Konopka,Chris,GK,66000,66000,2015
DC United,Korb,Chris,D,99000,106479.83,2015
San Jose Earthquakes,Koval,JJ,M,60000,60000,2015
Seattle Sounders FC,Kovar,Aaron,M,60000,60200,2015
Montreal Impact,Kronberg,Eric,GK,132000,132000,2015
Portland Timbers,Kwarasey,Adam,GK,260000,260000,2015
Vancouver Whitecaps,Laba,Matias,M,325000,325000,2015
Colorado Rapids,LaBrocca,Nick,M,160000,180000,2015
New York Red Bulls,Lade,Connor,D,60638,64891.01,2015
Philadelphia Union,Lahoud,Michael,M,108900,112233.33,2015
Orlando City SC,Lameira,Valdomiro,M,50000,50000,2015
New York City FC,Lampard,Frank,M,6000000,6000000,2015
Columbus Crew,Lampson,Matt,GK,60000,60000,2015
Chicago Fire,Larentowicz,Jeff,D,265000,271000,2015
Orlando City SC,Larin,Cyle,F,125000,167000,2015
New York Red Bulls,Lawrence,Kemar,D,60000,60000,2015
Philadelphia Union,Le Toux,Sebastien,M,275000,285228.13,2015
Montreal Impact,Lefevre,Wandrille,M,60000,60000,2015
San Jose Earthquakes,Lenhart,Steven,F,150000,159083.33,2015
Columbus Crew,Lev-Ari,Sagi,F,60000,60000,2015
Vancouver Whitecaps,Lewis,Andre,M,60000,75000,2015
Houston Dynamo,Lisch,Michael,GK,60000,60000,2015
LA Galaxy,Lletget,Sebastian,M,95000.04,100500.04,2015
,Lochhead,Tony,D,134375,134375,2015
Houston Dynamo,Lopez,Alexander,M,115500,135500,2015
